mwe;label;short_sentence
зализывать раны;I;Надоело зализывать раны, теперь бегаем только в огороженных территориях.
зализывать раны;I;Уедет зализывать раны в какой-нибудь госпиталь.
зализывать раны;I;А сейчас зализывать раны и учиться любить себя и учиться ценить жизнь.
зализывать раны;I;А наш отряд тем временем зализывал раны, отдыхал после перехода через перевал и готовился к новым свершениям.
зализывать раны;I;Так она борется с тщеславием и самолюбием, которые у нее на глазах истязают друг друга и нас, а она, как может, зализывает раны.
зализывать раны;I;Его не было ни на съемочной площадке, ни на можайской базе, но Калмыков не тревожился, полагая, что танкист зализывает раны.
зализывать раны;L;Бегемот подтолкнул носом раненую импалу подальше от воды и… принялся зализывать раны антилопе.
зализывать раны;L;Отсюда и широко распространенное в животном мире обыкновение зализывать раны.
зализывать раны;L;Одна из этих собак Варган была собачьим доктором, всегда зализывала раны у собак, эта собака очень любила музыку и всегда сидела под открытым окном, когда слушала пение в доме.
зализывать раны;L;Волк не был приучен лизать, -- Волк увидел кровь на руке Марии Федоровны, -- и Волк усердно стал зализывать рану Марии, поднял в соболезновании хвост, был серьезен, глаза его смотрели ласково.
замести следы;L;Не сегодня завтра пурга заметет следы на кладбище -- как и не было ничего.
замести следы;L;Вся его нартовая колея просматривается на снежной целине как на ладони -- не успела ещё метель замести следы.
замести следы;L;А коров из стада Аполлона похитил малыш-Гермес, привязав к их хвостам ветки, чтобы замести следы.
замести следы;L;Пурга замела следы автоматчиков, и немцы вряд ли поняли, что у них произошло в обороне.
замести следы;L;Поставив ружья, мы замели следы и по льду протоки направились обратно к юрте.
замести следы;L;На дорожках садика замели следы многочисленных ног.
замести следы;L;Но в песках прошел за эти дни большой ветер, он замел следы шести человек.
замести следы;L;Через десять дней ветер замел следы скрывавшихся негров по зарослям морского берега, под соснами песчаных дюн Ла-Манша.
замести следы;L;Солнце слепило глаза отблесками бриллиантиков бесконечной снежной поляны, сверкало на обындевевших ветках берез большака, нога скользила по хрустевшему вчерашнему снегу, который крепко замел след полозьев.
затянуть пояс;I;"Не обошлось, разумеется, и без экономических факторов: спортивные клубы были лишены льгот на ввоз из-за границы спирто-табачной продукции, что заставило ""Ротор "" существенно затянуть пояса."
затянуть пояс;L;Он не сразу ответил, слез с печи, надел гимнастерку, затянул пояс и -- босой -- сел на лавку.
затянуть пояс;I;Мы вас кормим, это значит, что все советские люди затянули пояса.
затянуть пояс;I;А у тех, кто согласился затянуть пояса и удержал рост цен в пределах 10-15%, падение оказалось значительно меньшим, чем у рынка в целом.
затянуть пояс;I;Можно попробовать запустить мобилизационную экономику, задействовать посильнее административный ресурс, затянуть пояса населению и, опираясь на госкомпании, затеять некие крупные проекты.
затянуть пояс;I;В смутное время, когда жителям страны пришлось потуже затянуть пояса из-за экономических неурядиц, на горизонте общественной жизни появился 61-летний экономист Артур Батиста да Силва.
затянуть пояс;I;Британцам придется на пять лет затянуть пояса.
затянуть пояс;I;Давайте потерпим, затянем пояса -- авось за год помереть не успеем, разве что похудеем, дамам даже полезно, через год все балеринами станут».
затянуть пояс;I;Нам необходимо затянуть пояса, как в военное время, -- заявил греческий премьер Георгис Папандреу.
затянуть пояс;I;Когда все поняли, что придется затянуть пояса, наступило отчаяние, -- подтвердил «РР» причины недавних погромов в Риге депутат латышского сейма от оппозиционной партии «ЗаПЧЕЛ» Мирослав Митрофанов.
затянуть пояс;L;Маруся поправила полы халата, затянула пояс потуже и залезла обратно в лимузин.
затянуть пояс;I;Как отмечают эксперты, на фоне снижения цен на минудобрения компаниям придется затянуть пояса.
затянуть пояс;I;До 2019 года нам придется затянуть пояса, вытаскивать Россию из кризиса будет глубинка.
затянуть пояс;I;Договориться о том, кто и в какой степени должен затянуть пояс, руководство республик было не готово.
затянуть пояс;I;Когда по всей стране голодные врачи и учителя тщетно требуют денег к летнему отпуску, водители матерятся на колдобинах разбитых вдрызг дорог, а дети в ветхих школах и интернатах с опаской смотрят на коротящую электропроводку и ползущие по стенам и потолку трещины, губернаторы и мэры закатывают глаза и разводят руками: «Петербург!» Страна затянула пояса.
затянуть пояс;I;Пока очевидно, что в масштабах всей России неясные экономические перспективы вынуждают потребителей на время затянуть пояса и «досиживать» на том, что есть.
затянуть пояс;I;Министр финансов Алексей Кудрин, выслушав критику, предложения и замечания, в итоге призвал всех присутствующих потуже затянуть пояса.
затянуть пояс;I;Но это произойдет не сразу: эффект от снижения налогов сработает только года через 2-3, а пока придется затянуть пояса.
затянуть пояс;I;Оказывается, снова надо затянуть пояса, так как в бюджете нет 6 триллионов рублей, которые требуются на выживание всех 140 миллионов граждан.
затянуть пояс;L;Ирочка запахнула халат, туго затянула пояс и, осторожно открыв дверь комнаты, на цыпочках пробралась в ванную.
затянуть пояс;L;Перед Сергеем стояла та самая светловолосая высокая девушка, она была в ярко-красном махровом халате, туго затянутом поясом, но босиком.
затянуть пояс;I;Не выделяют денег из бюджета, придется нам затянуть пояса.
затянуть пояс;I;Борьба с дефицитом потребовала от правительства потуже затянуть пояс и в других расходных статьях.
затянуть пояс;L;Яшкин высморкался, потуже затянул пояс на просторной шинели и заприплясывал, застучал обувью вместе с бойцами первой роты, те, подталкивая друг друга, ворковали, сморкались, кашляли, даже и всхохотнули.
затянуть пояс;L;Теперь Лунная Красавица нарядилась, туго затянув пояс с блестящими кистями.
затянуть пояс;I;Требования затянуть пояс, чтобы справиться с инфляцией, растущей безработицей и государственным долгом, не то чтобы означали кризис капитализма, столь часто предсказываемый, однако то и дело вызывали в этих странах политические волнения, чем, разумеется, пользовались коммунисты.
затянуть пояс;L;Рая искусала до дыр маленький носовой платок, вырядившись с раннего утра в сарафан, так затянула пояс, что из-под оборки виделись начала маленьких грудей, и после обеда, когда дядя и братья ушли на работу, найдя пачку дядиных папирос «Норд», закурила, чем перепугала тетю до смерти.
затянуть пояс;I;Более того, во время войны акселерация прекратилась только там, где были очень уж сильно затянуты пояса.
затянуть пояс;L;А то затянем пояса потуже и набьем под рубахи вокруг себя, прямо к голому телу, сколько могло уместиться.
затянуть пояс;L;Она запомнила, как, выпрямившись, он туго, по-военному затянул пояс, глубоко, как перед прыжком в воду, вздохнул и обнял Тину.
затянуть пояс;L;В новом гимназическом мундирчике, затянутый поясом, в новой фуражке, у которой, по обычаю «бывалых» гимназистов, полагалось примять донышко, Леня был так не похож на себя, что сестры совсем затормошили его.
затянуть пояс;L;В углу штаба Леонтьев обреченно собрался, затянул поясом шинель, повесил на шею автомат.
затянуть пояс;L;По прошествии двух часов с момента приезда комиссии полнотелый майор Древверс, затянутый поясом и перевязью наподобие портпледа, вошел в гостиницу «Белый медведь».
затянуть пояс;L;"Не выдержал тут дядя ейный, князь Чагадаев, даром что сивый; затянул пояс потуже, башлык за плечо, -- бабку твою на шашлык!"
затянуть пояс;L;Солдат, оставшись один, надел шинель в рукава, аккуратно затянул пояс.
затянуть пояс;L;Иван Ильич поднялся, затянул пояс и, разъезжаясь ногами по грязи, пошел в ту сторону через мокрые жнивья, канавы и полузавалившиеся остатки прошлогодних окопов.
затянуть пояс;L;Потом туже затянул пояс, крепко сжал рукоять бердыша и стал ждать.
каши не сваришь;I;Друг мой, -- закричал я, -- сейчас же лечу по начальству и буду жаловаться, ибо предчувствую, что нам одним этой каши не сварить.
каши не сваришь;I;Если человек врет, то с ним каши не сваришь.
каши не сваришь;I;В общем, Соломон Богданович, с вами каши не сваришь.
каши не сваришь;I;С нашим «центром» каши не сваришь -- это понятно.
каши не сваришь;I;Потому что с этими дорогостоящими женщинами каши не сваришь.
каши не сваришь;I;В разных частях шикарного и мощного послания разбросаны идеи такого рода (но их нужно вычислять), что с таким правительством и таким аппаратом кашу не сваришь.
каши не сваришь;I;С пьяным народом каши не сваришь.
каши не сваришь;L;Она вот нечестно со мной поступила -- всю работу домашнюю сама делала, меня ничему не научила: блина не испеку, каши не сварю.
каши не сваришь;L;Да, -- ответил он, -- но, вы знаете, по «ведерку» пришлось поставить собакам, без этого с ними каши не сваришь».
каши не сваришь;I;Ну, тогда мы с тобой каши не сварим, -- сказал Валерий Губкин и, привстав, окинул меня таким уничтожающим взглядом, что я понял -- не зная Кармановой, отныне не имею права писать стихи.
каши не сваришь;I;По его мнению, с этой братией, -- указал Певцов на группу студентов около афишной тумбы, -- каши не сваришь.
каши не сваришь;I;А так как мы уже немножко поумнели и поняли, что с нашими менеджерами каши не сваришь, то мы с Андреем сами подписали контракт на профессиональные выступления.
каши не сваришь;I;Пытался убедить их в том, что без ООП никакой переговорной каши не сваришь.
каши не сваришь;I;Сидящие где-то очень глубоко маленькие глаза неопределимого в темноте цвета лишь усиливали впечатление -- сухарь, педант, каши не сваришь.
каши не сваришь;I;Теперь девушка смотрела только на Мазаева, поняв, что с нами каши не сваришь.
набрать в рот воды;L;Набрав в рот воды из кружки, отец с шумом распыляет ее над цветами.
набрать в рот воды;I;Происходило это тихо, без не любимой деловыми людьми шумихи, в полном молчании набравшей в рот воды журналистской братии.
набрать в рот воды;I;Офицеры набрали в рот воды и всю остальную дорогу молчали.
набрать в рот воды;L;Решила не рисковать -- набрала в рот воды и плюнула, как плюют на белье, которое гладят.
набрать в рот воды;I;Некий почтительно улыбающийся, набравший в рот воды господинчик, внимательно слушающий негромкие и сановитые голоса.
набрать в рот воды;L;Он вздрогнул от того, что в лицо ударили мелкие брызги: это Юлька, набрав в рот воды, подкралась к нему и фыркнула, как из пульверизатора.
набрать в рот воды;L;Далее угловатый разрисованный дядя набрал в рот воды и погонял между щек -- это заменяло чистку зубов.
набрать в рот воды;I;Когда бедную Лизу вытащили из пруда, она молчала, словно набрала в рот воды».
набрать в рот воды;I;Именно поэтому правозащитники вроде Л. Богораз при виде расстрелянных Бендер набрали в рот воды — они подписали контракт с упомянутой фракцией Ельцина-Снегура и стали соучастниками ее дел.
набрать в рот воды;I;"Я чувствовал, что она хочет мне что-то сказать, и ждет, чтобы я первым произнес что-нибудь; но я словно набрал в рот воды."
набрать в рот воды;I;Не трогай, я нервный, -- запищал он при набравшей в рот воды «маме».
набрать в рот воды;I;Появление старых знакомцев (без изменений, без каких-либо редакторских оговорок) реакции не вызвало -- литераторы, многократно хвалившие автора (в частности, за эти самые рассказы), словно набрали в рот воды.
набрать в рот воды;I;Он не потерпит ретроспективы -- и в двадцать первом о нем лучше молчать, набрав в рот воды.
набрать в рот воды;I;Я бы на их месте в наше сумасшедшее время вообще помалкивала, набрала в рот воды, и как положено в таких хлебных случаях, дружненько и согласованно хранила и тайну своих заработков, и тайну своих ссор.
набрать в рот воды;L;Для этого выполняйте дома или стоя на берегу водоема 10--15 раз следующее упражнение: делая вдох, наберите в рот воды и с выдохом выпустите струю воды «фонтанчиком».
набрать в рот воды;I;Все средства массовой информации молчали об этом три дня, точно набрали в рот воды, проявив тем самым неуважение к памяти покойного.
набрать в рот воды;L;Тогда Басангов сказал: «А не находишь ли ты, что, сам того не желая, ты уподобился той лисице, что пробежала от Элисты до Каспийского моря и, набрав в рот воды, вернулась обратно, полагая, что напоит калмыцкую степь влагой?» Наверно, надо бы было иметь немалое самообладание, чтобы после столь злой тирады устоять на ногах.
набрать в рот воды;L;Человек, похожий на птицу, набрал в рот воды, спрыснул лежавшую на доске рубашку, расправил ее и снова взялся за утюг.
набрать в рот воды;L;Испытанный способ -- набрать в рот воды и умело брызнуть распыленной струей на материю.
набрать в рот воды;I;(…)
набрать в рот воды;L;Цыган наклонился, набрал в рот воды и плеснул в лицо Динке.
набрать в рот воды;L;Мышка, набрав в рот воды, окатила его широкой струей, Динка подбросила вверх полную кружку, из-под дерева с визгом шарахнулись собаки...
набрать в рот воды;I;Актеры молчат, как будто набрали в рот воды.
набрать в рот воды;I;"Вы молчали, набрав в рот воды, потому что за вас говорил Философов; вы хлопали только глазами»."
набрать в рот воды;L;Он набрал в рот воды, поместился у окна к солнцу и изверг воду изо рта в виде множества частиц.
набрать в рот воды;I;Двое других пассажиров сидели, как набрав в рот воды.
набрать в рот воды;L;Некоторые, уже набрав в рот воды, бегали по усыпанному опилками полу, наливали изо рта в горсть воду и умывались.
набрать в рот воды;L;Набрав в рот воды, эти лукавые серафимы прыскали ею на зефировый и батистовый вздор.
набрать в рот воды;I;Такие сцены продолжались до тех пор, пока Анисья Петровна не набрала в рот воды -- не перестала вмешиваться в дела посетителей.
набрать в рот воды;I;Любопытно, что “новожизненец” Суханов, словно набрав в рот воды, сидел с угнетенным видом молчаливого, но страдающего праведника и умудрился в нашем присутствии не произнести ни одного слова.
набрать в рот воды;I;Прежде они сидели спокойно, словно набрав в рот воды, и не решались выступать “против течения”, но теперь вдруг осмелели и, почувствовав временное ослабление пашей партии, сомкнутой колонной двинулись на приступ.
набрать в рот воды;L;"На платформе не то: там -- утро, свежесть, движенье; многие перекрещивающиеся пути; на путях лиловые, желтые вагоны; и маневрирует, ползая по рельсам, и ревет паровоз; машинист в форменной фуражке высунулся с паровозной площадки; волосатые моет руки набранной в рот водой; там замигали многие стрелки; и бегает там, и поругивается сторож; в руке у него фонарь и свернутый у лакового пояса флаг; а наискось круглое здание многие на платформу разъяло зевы; из каждого зева поглядывает паровоз; но семафор взлетел на шестьдесят градусов, и на запасном пути мчится товарный поезд."
набрать в рот воды;L;Некоторые уже, набрав в рот воды, бегали по усыпанному опилками полу, наливали в горсть воду и умывались.
набрать в рот воды;L;Бабка, набрав в рот воды, вылила ее на руки и затем стала помогать Акулине.
набрать в рот воды;L;Совладавши с равновесием и укрепившись на новой позиции, он изгибается и, стараясь не набрать в рот воды, начинает правой рукой шарить между корягами.
набрать в рот воды;L;Она служит Марку Силычу две службы: во-первых, он умывается над нею по утрам, набрав в рот воды, а во-вторых, кормит из нее свою свинку Машку, собственноручно накрошив туда крапивы и прочей дряни, обмешав отрубями и облив водою.
наткнуться на стену;L; Когда же стемнело, Арсений побрел по берегу. В конце концов он наткнулся на стену. Пошел вдоль стены и заметил в ней узкий пролом.
наткнуться на стену;L;Она повернулась спиной к портрету и тихонько толкнула дверь в кухню — там было темно. Пересекла тьму, наткнулась на стену, включила свет.
наткнуться на стену;L;Я уже собрался забирать свою кружку из учительской, как наткнулся на стену с этими надписями.
наткнуться на стену;L;Надо передохнуть... — и неожиданно быстро пошел, но как-то странно, наискось, и, наткнувшись на стену, стал сползать на пол, царапая ногтями гладкую крашеную штукатурку.
наткнуться на стену;L;Мы наткнулись на стену и, вместо того чтобы искать ворота, калитки, стали ее штурмовать.
наткнуться на стену;L;Засветил фонарик, спрыгнул вниз, сделал еще несколько шагов и... наткнулся на стену!
наткнуться на стену;I;Первая же попытка организовать наши официальные концерты в Москве наткнулась на стену.
наткнуться на стену;L;"Наступив на крысу, я чуть не упал и вдруг увидел яркие и немигающие неземные звезды — они горели справа; я кинулся туда, наткнулся на стену и полез через нее, цепляясь за кабели и спиной чувствуя несущихся ко мне овчарок."
наткнуться на стену;I;Аня легко откликалась на каждый разговор с ней, отвечала на вопросы довольно подробно, однако, очевидно, она не умела этим что-то выразить, и каждый такой разговор мгновенно затухал, как бы наткнувшись на стену, как только спрашивающий переставал спрашивать, и все жаловались, что она какая-то неживая, мертвая, несуществующая.
наткнуться на стену;L;Обогнув машину, прополз Чонкин еще немного и вскоре наткнулся на стену, туманно белеющею в темноте.
наткнуться на стену;I;Прочла в «Русской мысли» его статью о коммунизме, о том, что коммунизм останавливается, только наткнувшись на стену, о флотилиях камбоджийских беженцев, о безнравственности вооружения Китая.
наткнуться на стену;L;Вдруг факел пропал, исчез. Я протянул руку — наткнулся на стену. Поднял руку — она ушла в какую-то выемку в кровле галереи.
наткнуться на стену;L;Сама палата, с ее высокими потолками, казалась при этом свете узким и душным закоулком, в котором нельзя протянуть руки, чтобы не наткнуться на стену.
наткнуться на стену;I;"Дома, конечно, мы решили ничего не рассказывать, чтобы не наткнуться на стену непонимания и язвительные усмешки родственников-материалистов""."
наткнуться на стену;L;Медленно, очень медленно он приподнялся, потом встал на четвереньки и осторожно, очень осторожно пополз и почти сразу наткнулся на стену туннеля.
наткнуться на стену;I;Но если попробовать копнуть поглубже, как хотелось сделать мне, чтобы шагнуть за пределы надписей на этикетках, – можно наткнуться на стену секретности.
наткнуться на стену;L;Она встала и, осторожно переступая босыми ногами, вытянув руки, чтобы не наткнуться на стены пещеры, пошла вперёд.
наткнуться на стену;I;Снова наш разговор наткнулся на стену моих принципов, не рассказывать на первом же свидании о ребёнке.
наткнуться на стену;I;Если мы будем действовать от сердца, то никогда не наткнёмся на стены идентичности, которые могли бы помешать нашему единству.
наткнуться на стену;L;В конце концов наткнулся на стену и замер, тяжело дыша и ощущая грубые доски.
наткнуться на стену;I;Хм, любопытная смесь.
наткнуться на стену;I;Филиппу стало приятно, что его страдания не наткнулись на стену безразличия.
наткнуться на стену;L;Резкий поворот и ветер наткнулся на стену трансформаторной будки.
наткнуться на стену;I;Ища поддержки, она оглянулась на своих боевых товарищей, но наткнулась на стену непонимающих и удивлённых взглядов.
наткнуться на стену;I;Просто наши отношения давно наткнулись на стену, и твоей вины в этом нет.
наткнуться на стену;L;С опаской, она протянула руку туда, где по её мнению должна была быть стена, а не бескрайнее пространство и удивилась ещё сильнее, когда и в самом деле наткнулась на стену.
наткнуться на стену;I;Эльф приводил в качестве аргумента полный список покупаемых у неписей питомцев, причём ни жаб, ни уток в списке не значилось, но наткнулся на стену игнора: или особенный питомец, или никакого.
наткнуться на стену;I;Я пытался, как-то его вызвать на разговор насчёт его прошлого, но наткнулся на стену молчания.
наткнуться на стену;I;Но, наткнувшись на стену равнодушия, прекратил свои попытки.
наткнуться на стену;L;Я сделал ещё два шага вперёд, вытянув руки, и наконец наткнулся на стену. Но она была плоская и гладкая. И как здесь найти выключатель?
наткнуться на стену;I;Потом я попробовал заговорить со своими, дабы хоть как-то выразить переполнявшие меня эмоции от долгожданного освобождения из плена, но неожиданно наткнулся на стену холодного молчания.
наткнуться на стену;I;– Мне нужна, – улыбнулась ей снова, но опять наткнулась на стену непонимания.
наткнуться на стену;I;Как это понимать? – но наткнувшись на стену льда в очередном взгляде, начинаю понимать.
наткнуться на стену;L;Она наткнулась на стену дома, обошла его по асфальтовой дорожке, столкнулась с гроларом и спряталась в какую-то дверь.
наткнуться на стену;I;Или в один прекрасный момент наткнуться на стену из проигнорированных звонков и SMS, а дальше – думай что хочешь.
поджать хвост;I;Потом период политического небытия вдруг кончался, Маруся начинала курировать науку, братья с поджатыми хвостами возвращались к Андрею, неся в зубах набежавшие проценты...)
поджать хвост;L;Упершись лапами, собака дергала остервенело, вздрагивал ботинок, вздрагивал ее по-волчьи поджатый хвост.
поджать хвост;L;И только увидев, как вздрагивает на земле нога в высоком солдатском ботинке, когда собака, по-волчьи поджавшая хвост, дергает зубами, поняла.
поджать хвост;L;Азиат полетел на Мухтара, Клекотов быстро снял с него намордник, спустил с поводка, но Мухтар, поджав хвост и оглядываясь, припустил от азиата во все лопатки, тот догнал, сшиб, Мухтар покатился, завизжал по-щенячьи -- азиат остановился, подчиняясь окрику хозяина, поплелся обратно.
поджать хвост;L;С тех пор собака не доверяла людям, которые хотели ее приласкать, и, поджав хвост, убегала, а иногда со злобою набрасывалась на них и пыталась укусить, пока камнями и палкой не удавалось отогнать ее.
поджать хвост;L;Собака только поджала хвост и задумчиво отбежала в сторону, как будто озадаченная собственным великодушием и опасаясь, что мы истолкуем его в невыгодном для нее смысле.
поджать хвост;L;"Иван Иваныч и Буркин остановились в раздумье; собаки, уже мокрые, стояли, поджав хвосты, и смотрели на них с умилением."
поджать хвост;L;Но хитрая собачонка поджала хвост, съежилась вдвое и вышла тихо в дверь так, как будто бы ничего не слышала.
поджать хвост;L;Та поджала хвост, взбрыкнула, стриганула лапами, точно кенгуру, и свалила свою прекрасную госпожу…
поджать хвост;I;Русские давно уже поджали хвост и ведут себя тихо.
поджать хвост;L;Придав своей хитрой мордочке самый виноватый вид, и поджав хвост, он протиснулся в сою родную нору.
поджать хвост;L;Подсев на задние лапы и поджав хвост, она и не думала идти на мой зов, а я уже слышал близкий топот живодера.
поджать хвост;I;Обычно я позволяю себе все, но тут мне хотелось бежать от своих желаний, поджав хвост.
поджать хвост;I;Боже, от глупенькой маленькой девчонки с самыми мещанскими вкусами я уходил, поджав хвост, подобно бродячей собаке, -- а ведь я, кажется, еще по пути пытался рисовать роскошные картины нашего расставания, наполненные театрализованным пафосом.
поджать хвост;L;Овчарка поджала хвост и время от времени виновато посматривала на хозяина.
поджать хвост;I;"Вы же поджали хвост и вместо того, чтобы взглянуть открыто на действительности; завели злошуточную шарманку — сами-то осознаете, что делаете и почему?"
поджать хвост;I;Враги поджали хвосты и только хныкали».>
поджать хвост;I;Нам велели получше спрятать телевизионную аппаратуру, камеры, сидеть поджавши хвост и не высовываться.
поджать хвост;I;На другой день, поджав хвост, Кока потащился в военкомат, надежно спрятав паспорт в Марселя Пруста и взяв с собой только военный билет (залитый пивом и жиром во время «обмывки»).
поджать хвост;I;Заметные в недавнем прошлом бизнес-фигуры за пределами «квадриги» либо продали свои активы олигархам первого эшелона, либо просто поджали хвосты в ожидании неизбежной финальной монополизации.
поджать хвост;I;Единая Россия», которой теоретически надлежало диктовать предвыборный расклад регионам, поджала хвост и выстраивает своих кандидатов не над, а под влиятельными губернаторами и президентами.
поджать хвост;L;С опущенной головой и поджатым хвостом она и не собиралась выходить из дома и глядела на хозяина виновато.
поджать хвост;L;Из комнаты пришел кот, запрыгнул на цветник и, поджав хвост, оправлялся над головами и фужерами.
поджать хвост;L;Наконец львенок сел, поджав хвост.
поджать хвост;L;Русалочка сидит у берега на камне, поджав хвост, склонив голову, которую однажды ночью отпилил такой же неутоленный мастурбатор, как Русалочкин создатель.
поджать хвост;I;Я снял трубку с развязностью фаворита и тут же поджал хвост.
поджать хвост;I;Раз Ельцин решил ударить, большинство подожмет хвосты, упадут на брюхо и поползут лизать ему руки.
поджать хвост;I;Наш борец с абстрактным гуманизмом сам поджал хвост: за шелухою слов вдруг почувствовал власть истины, в которую вообще-то не верил, а она -- возьми да проявись!
поджать хвост;I;Если бы Борис Данилович сам не понял, что с ним происходит, нашлись бы люди, которые дали б ему почувствовать, что отныне он в этом мире чужой, застоявшийся в прихожей гость, которого хозяйка квартиры, напирая на него бюстом, держа в одной руке сверток с пирожками, а другой отпирая дверь, оттесняет в темноту коридора, а хозяин, поджав хвост, подает плащ виноватым, скомканным движением, которое в перспективе, в душе разворачивается в то же решительное отталкивание прочь, в коридор уличных фонарей, под сонный снег, засыпающий гостя, нищего, прохожего с головой, пока он не догадается заснуть.
